inventory_id,film_id,store_id,last_update
357,78,2,2006-02-15T05:09:17.000Z
358,79,1,2006-02-15T05:09:17.000Z
359,79,1,2006-02-15T05:09:17.000Z
360,79,1,2006-02-15T05:09:17.000Z
361,79,2,2006-02-15T05:09:17.000Z
362,79,2,2006-02-15T05:09:17.000Z
363,79,2,2006-02-15T05:09:17.000Z
364,80,1,2006-02-15T05:09:17.000Z
365,80,1,2006-02-15T05:09:17.000Z
366,80,1,2006-02-15T05:09:17.000Z
367,80,1,2006-02-15T05:09:17.000Z
368,81,1,2006-02-15T05:09:17.000Z
369,81,1,2006-02-15T05:09:17.000Z
370,81,1,2006-02-15T05:09:17.000Z
371,81,1,2006-02-15T05:09:17.000Z
372,82,1,2006-02-15T05:09:17.000Z
373,82,1,2006-02-15T05:09:17.000Z
374,83,1,2006-02-15T05:09:17.000Z
375,83,1,2006-02-15T05:09:17.000Z
376,83,1,2006-02-15T05:09:17.000Z
377,83,2,2006-02-15T05:09:17.000Z
378,83,2,2006-02-15T05:09:17.000Z
379,84,1,2006-02-15T05:09:17.000Z
380,84,1,2006-02-15T05:09:17.000Z
381,84,1,2006-02-15T05:09:17.000Z
382,84,1,2006-02-15T05:09:17.000Z
383,85,2,2006-02-15T05:09:17.000Z
384,85,2,2006-02-15T05:09:17.000Z
385,85,2,2006-02-15T05:09:17.000Z
386,85,2,2006-02-15T05:09:17.000Z
387,86,1,2006-02-15T05:09:17.000Z
388,86,1,2006-02-15T05:09:17.000Z
389,86,1,2006-02-15T05:09:17.000Z
390,86,1,2006-02-15T05:09:17.000Z
391,86,2,2006-02-15T05:09:17.000Z
392,86,2,2006-02-15T05:09:17.000Z
393,86,2,2006-02-15T05:09:17.000Z
394,86,2,2006-02-15T05:09:17.000Z
395,88,2,2006-02-15T05:09:17.000Z
396,88,2,2006-02-15T05:09:17.000Z
397,88,2,2006-02-15T05:09:17.000Z
398,88,2,2006-02-15T05:09:17.000Z
399,89,1,2006-02-15T05:09:17.000Z
400,89,1,2006-02-15T05:09:17.000Z
401,89,1,2006-02-15T05:09:17.000Z
402,89,2,2006-02-15T05:09:17.000Z
403,89,2,2006-02-15T05:09:17.000Z
404,89,2,2006-02-15T05:09:17.000Z
405,90,1,2006-02-15T05:09:17.000Z
406,90,1,2006-02-15T05:09:17.000Z
407,90,1,2006-02-15T05:09:17.000Z
408,90,2,2006-02-15T05:09:17.000Z
409,90,2,2006-02-15T05:09:17.000Z
410,90,2,2006-02-15T05:09:17.000Z
411,91,1,2006-02-15T05:09:17.000Z
412,91,1,2006-02-15T05:09:17.000Z
413,91,1,2006-02-15T05:09:17.000Z
414,91,1,2006-02-15T05:09:17.000Z
415,91,2,2006-02-15T05:09:17.000Z
416,91,2,2006-02-15T05:09:17.000Z
417,91,2,2006-02-15T05:09:17.000Z
418,91,2,2006-02-15T05:09:17.000Z
419,92,1,2006-02-15T05:09:17.000Z
420,92,1,2006-02-15T05:09:17.000Z
421,92,2,2006-02-15T05:09:17.000Z
422,92,2,2006-02-15T05:09:17.000Z
423,93,2,2006-02-15T05:09:17.000Z
424,93,2,2006-02-15T05:09:17.000Z
425,93,2,2006-02-15T05:09:17.000Z
426,94,1,2006-02-15T05:09:17.000Z
427,94,1,2006-02-15T05:09:17.000Z
428,95,1,2006-02-15T05:09:17.000Z
429,95,1,2006-02-15T05:09:17.000Z
430,95,2,2006-02-15T05:09:17.000Z
431,95,2,2006-02-15T05:09:17.000Z
432,95,2,2006-02-15T05:09:17.000Z
433,96,1,2006-02-15T05:09:17.000Z
434,96,1,2006-02-15T05:09:17.000Z
435,96,1,2006-02-15T05:09:17.000Z
436,97,1,2006-02-15T05:09:17.000Z
437,97,1,2006-02-15T05:09:17.000Z
438,97,1,2006-02-15T05:09:17.000Z
439,97,1,2006-02-15T05:09:17.000Z
440,97,2,2006-02-15T05:09:17.000Z
441,97,2,2006-02-15T05:09:17.000Z
442,98,1,2006-02-15T05:09:17.000Z
443,98,1,2006-02-15T05:09:17.000Z
444,98,1,2006-02-15T05:09:17.000Z
445,99,1,2006-02-15T05:09:17.000Z
446,99,1,2006-02-15T05:09:17.000Z
447,99,1,2006-02-15T05:09:17.000Z
448,99,2,2006-02-15T05:09:17.000Z
449,99,2,2006-02-15T05:09:17.000Z
450,99,2,2006-02-15T05:09:17.000Z
451,100,1,2006-02-15T05:09:17.000Z
452,100,1,2006-02-15T05:09:17.000Z
453,100,1,2006-02-15T05:09:17.000Z
454,100,1,2006-02-15T05:09:17.000Z
455,100,2,2006-02-15T05:09:17.000Z
456,100,2,2006-02-15T05:09:17.000Z
457,101,1,2006-02-15T05:09:17.000Z
458,101,1,2006-02-15T05:09:17.000Z
459,101,1,2006-02-15T05:09:17.000Z
460,101,1,2006-02-15T05:09:17.000Z
461,101,2,2006-02-15T05:09:17.000Z
462,101,2,2006-02-15T05:09:17.000Z
463,102,2,2006-02-15T05:09:17.000Z
464,102,2,2006-02-15T05:09:17.000Z
465,103,1,2006-02-15T05:09:17.000Z
466,103,1,2006-02-15T05:09:17.000Z
467,103,1,2006-02-15T05:09:17.000Z
468,103,1,2006-02-15T05:09:17.000Z
469,103,2,2006-02-15T05:09:17.000Z
470,103,2,2006-02-15T05:09:17.000Z
471,103,2,2006-02-15T05:09:17.000Z
472,103,2,2006-02-15T05:09:17.000Z
473,104,2,2006-02-15T05:09:17.000Z
474,104,2,2006-02-15T05:09:17.000Z
475,104,2,2006-02-15T05:09:17.000Z
476,105,1,2006-02-15T05:09:17.000Z
477,105,1,2006-02-15T05:09:17.000Z
478,105,2,2006-02-15T05:09:17.000Z
479,105,2,2006-02-15T05:09:17.000Z
480,105,2,2006-02-15T05:09:17.000Z
481,106,1,2006-02-15T05:09:17.000Z
482,106,1,2006-02-15T05:09:17.000Z
483,107,2,2006-02-15T05:09:17.000Z
484,107,2,2006-02-15T05:09:17.000Z
485,109,1,2006-02-15T05:09:17.000Z
486,109,1,2006-02-15T05:09:17.000Z
487,109,1,2006-02-15T05:09:17.000Z
488,109,1,2006-02-15T05:09:17.000Z
489,109,2,2006-02-15T05:09:17.000Z
490,109,2,2006-02-15T05:09:17.000Z
491,109,2,2006-02-15T05:09:17.000Z
492,109,2,2006-02-15T05:09:17.000Z
493,110,1,2006-02-15T05:09:17.000Z
494,110,1,2006-02-15T05:09:17.000Z
495,110,1,2006-02-15T05:09:17.000Z
496,110,1,2006-02-15T05:09:17.000Z
497,111,2,2006-02-15T05:09:17.000Z
498,111,2,2006-02-15T05:09:17.000Z
499,111,2,2006-02-15T05:09:17.000Z
500,111,2,2006-02-15T05:09:17.000Z
501,112,1,2006-02-15T05:09:17.000Z
502,112,1,2006-02-15T05:09:17.000Z
503,112,1,2006-02-15T05:09:17.000Z
504,112,1,2006-02-15T05:09:17.000Z
505,112,2,2006-02-15T05:09:17.000Z
506,112,2,2006-02-15T05:09:17.000Z
507,112,2,2006-02-15T05:09:17.000Z
508,113,2,2006-02-15T05:09:17.000Z
509,113,2,2006-02-15T05:09:17.000Z
510,113,2,2006-02-15T05:09:17.000Z
511,113,2,2006-02-15T05:09:17.000Z
512,114,1,2006-02-15T05:09:17.000Z
513,114,1,2006-02-15T05:09:17.000Z
514,114,1,2006-02-15T05:09:17.000Z
515,114,1,2006-02-15T05:09:17.000Z
516,114,2,2006-02-15T05:09:17.000Z
517,114,2,2006-02-15T05:09:17.000Z
518,114,2,2006-02-15T05:09:17.000Z
519,115,1,2006-02-15T05:09:17.000Z
520,115,1,2006-02-15T05:09:17.000Z
521,115,1,2006-02-15T05:09:17.000Z
522,115,2,2006-02-15T05:09:17.000Z
523,115,2,2006-02-15T05:09:17.000Z
524,115,2,2006-02-15T05:09:17.000Z
525,115,2,2006-02-15T05:09:17.000Z
526,116,1,2006-02-15T05:09:17.000Z
527,116,1,2006-02-15T05:09:17.000Z
528,116,2,2006-02-15T05:09:17.000Z
529,116,2,2006-02-15T05:09:17.000Z
530,116,2,2006-02-15T05:09:17.000Z
531,116,2,2006-02-15T05:09:17.000Z
532,117,1,2006-02-15T05:09:17.000Z
533,117,1,2006-02-15T05:09:17.000Z
534,117,1,2006-02-15T05:09:17.000Z
535,117,1,2006-02-15T05:09:17.000Z
536,117,2,2006-02-15T05:09:17.000Z
537,117,2,2006-02-15T05:09:17.000Z
538,118,1,2006-02-15T05:09:17.000Z
539,118,1,2006-02-15T05:09:17.000Z
540,118,1,2006-02-15T05:09:17.000Z
541,118,1,2006-02-15T05:09:17.000Z
542,118,2,2006-02-15T05:09:17.000Z
543,118,2,2006-02-15T05:09:17.000Z
544,119,1,2006-02-15T05:09:17.000Z
545,119,1,2006-02-15T05:09:17.000Z
546,119,1,2006-02-15T05:09:17.000Z
547,119,2,2006-02-15T05:09:17.000Z
548,119,2,2006-02-15T05:09:17.000Z
549,119,2,2006-02-15T05:09:17.000Z
550,119,2,2006-02-15T05:09:17.000Z
551,120,1,2006-02-15T05:09:17.000Z
552,120,1,2006-02-15T05:09:17.000Z
553,120,1,2006-02-15T05:09:17.000Z
554,121,1,2006-02-15T05:09:17.000Z
555,121,1,2006-02-15T05:09:17.000Z
556,121,1,2006-02-15T05:09:17.000Z
557,121,2,2006-02-15T05:09:17.000Z
558,121,2,2006-02-15T05:09:17.000Z
559,121,2,2006-02-15T05:09:17.000Z
560,122,1,2006-02-15T05:09:17.000Z
561,122,1,2006-02-15T05:09:17.000Z
562,122,1,2006-02-15T05:09:17.000Z
563,122,1,2006-02-15T05:09:17.000Z
564,122,2,2006-02-15T05:09:17.000Z
565,122,2,2006-02-15T05:09:17.000Z
566,122,2,2006-02-15T05:09:17.000Z
567,123,1,2006-02-15T05:09:17.000Z
568,123,1,2006-02-15T05:09:17.000Z
569,123,2,2006-02-15T05:09:17.000Z
570,123,2,2006-02-15T05:09:17.000Z
571,123,2,2006-02-15T05:09:17.000Z
572,124,2,2006-02-15T05:09:17.000Z
573,124,2,2006-02-15T05:09:17.000Z
574,124,2,2006-02-15T05:09:17.000Z
575,125,2,2006-02-15T05:09:17.000Z
576,125,2,2006-02-15T05:09:17.000Z
577,126,2,2006-02-15T05:09:17.000Z
578,126,2,2006-02-15T05:09:17.000Z
579,126,2,2006-02-15T05:09:17.000Z
580,127,1,2006-02-15T05:09:17.000Z
581,127,1,2006-02-15T05:09:17.000Z
582,127,1,2006-02-15T05:09:17.000Z
583,127,1,2006-02-15T05:09:17.000Z
584,127,2,2006-02-15T05:09:17.000Z
585,127,2,2006-02-15T05:09:17.000Z
586,127,2,2006-02-15T05:09:17.000Z
587,127,2,2006-02-15T05:09:17.000Z
588,129,1,2006-02-15T05:09:17.000Z
589,129,1,2006-02-15T05:09:17.000Z
590,129,1,2006-02-15T05:09:17.000Z
591,129,2,2006-02-15T05:09:17.000Z
592,129,2,2006-02-15T05:09:17.000Z
593,129,2,2006-02-15T05:09:17.000Z
594,130,1,2006-02-15T05:09:17.000Z
595,130,1,2006-02-15T05:09:17.000Z
596,130,2,2006-02-15T05:09:17.000Z
597,130,2,2006-02-15T05:09:17.000Z
598,130,2,2006-02-15T05:09:17.000Z
599,130,2,2006-02-15T05:09:17.000Z
600,131,1,2006-02-15T05:09:17.000Z
601,131,1,2006-02-15T05:09:17.000Z
602,131,1,2006-02-15T05:09:17.000Z
603,131,1,2006-02-15T05:09:17.000Z
604,131,2,2006-02-15T05:09:17.000Z
605,131,2,2006-02-15T05:09:17.000Z
606,132,1,2006-02-15T05:09:17.000Z
607,132,1,2006-02-15T05:09:17.000Z
